"","p_val","avg_diff","pct.1","pct.2","cluster","gene"
"Apc",1.61737232759743e-265,0.414631030629827,0.397,0.11,"0","Apc"
"Anxa4",2.3157847158613e-265,0.276747534830609,0.529,0.232,"0","Anxa4"
"Ryk",2.66378289349257e-263,0.324829158217108,0.256,0.043,"0","Ryk"
"Adora2b",1.26439560939953e-261,0.373482685844429,0.283,0.048,"0","Adora2b"
"Higd1a",1.27238252152518e-261,0.452938824843307,0.71,0.359,"0","Higd1a"
"Dhrs3",1.63633686114593e-261,0.344416811503024,0.526,0.214,"0","Dhrs3"
"Akap7",6.18121410166971e-261,0.387579858531106,0.282,0.049,"0","Akap7"
"Tmem63b",4.5706906691987e-260,0.360089403585896,0.291,0.056,"0","Tmem63b"
"Ubr1",1.57712223963373e-257,0.368756125429539,0.32,0.073,"0","Ubr1"
"Dpp4",2.1876181942172e-256,0.313178918398277,0.319,0.081,"0","Dpp4"
"Arl6ip1",3.73856634141341e-256,0.423452906066863,0.879,0.571,"0","Arl6ip1"
"Parva",1.09231340350655e-253,0.316496670514243,0.251,0.042,"0","Parva"
"Sox4",2.82304389755263e-253,0.346481441949029,0.276,0.056,"0","Sox4"
"Iqgap1",5.8067741332292e-253,0.306952866263636,0.929,0.64,"0","Iqgap1"
"Drap1",2.24621530402466e-250,0.418801643859983,0.602,0.266,"0","Drap1"
"Tmem245",1.30501543775228e-248,0.400834073093101,0.425,0.136,"0","Tmem245"
"Pcnt",1.5154197014043e-248,0.412680469702449,0.342,0.084,"0","Pcnt"
"Atp6v1g1",4.04475686480711e-248,0.390899693417101,0.933,0.676,"0","Atp6v1g1"
"Etnk1",5.58011591786524e-248,0.367692716475614,0.488,0.186,"0","Etnk1"
"Mllt6",9.30038450963739e-248,0.346323615236398,0.331,0.085,"0","Mllt6"
"Spred1",4.67148688739346e-247,0.351786143766357,0.325,0.079,"0","Spred1"
"Aig1",1.6495722136136e-246,0.39075450389136,0.397,0.119,"0","Aig1"
"Gtf2i",7.21980962793958e-246,0.31898586644929,0.375,0.119,"0","Gtf2i"
"Nckap1",3.18254786000952e-245,0.313013155895233,0.257,0.048,"0","Nckap1"
"Hp1bp3",5.63561420808383e-244,0.394096241300868,0.533,0.217,"0","Hp1bp3"
"Dynll2",4.28214408942761e-243,0.410642875137981,0.461,0.161,"0","Dynll2"
"Trp53inp2",1.34038306708733e-241,0.391538301971939,0.298,0.062,"0","Trp53inp2"
"Cers2",1.79922518339148e-241,0.376937746055271,0.554,0.236,"0","Cers2"
"Wdr6",1.22103228013336e-238,0.323232359352868,0.257,0.048,"0","Wdr6"
"Slc25a51",2.70599723681191e-238,0.395600244652271,0.431,0.145,"0","Slc25a51"
"Ppp1r16a",8.45006235839434e-234,0.323805574686051,0.256,0.049,"0","Ppp1r16a"
"Taok3",4.08734160101227e-233,0.399072189142343,0.638,0.308,"0","Taok3"
"0610011F06Rik",5.05594032537679e-232,0.276311335456411,0.317,0.093,"0","0610011F06Rik"
"Arl2",2.74398440699214e-231,0.296629238144697,0.288,0.068,"0","Arl2"
"Klf9",1.7200582976053e-230,0.322083917123645,0.361,0.114,"0","Klf9"
"Romo1",2.39840729734668e-230,0.3618803090923,0.825,0.508,"0","Romo1"
"Sgms1",6.03349167648933e-230,0.363053473905189,0.436,0.157,"0","Sgms1"
"Cyb5a",9.0581609233175e-229,0.285245172148563,0.796,0.482,"0","Cyb5a"
"Agpat2",3.99049797667736e-228,0.347406061730037,0.311,0.077,"0","Agpat2"
"Yipf6",2.32581544659805e-227,0.341669029750253,0.336,0.093,"0","Yipf6"
"Idh2",4.66164098798496e-227,0.362970216400527,0.429,0.151,"0","Idh2"
"Herpud1",2.4631039395935e-225,0.396717597945062,0.6,0.28,"0","Herpud1"
"Ptgfrn",4.36461628721922e-223,0.335431964207857,0.379,0.124,"0","Ptgfrn"
"Nbeal1",5.35655631303816e-223,0.368365335057193,0.398,0.13,"0","Nbeal1"
"Ndufa7",3.11957554684308e-222,0.382283622985568,0.899,0.636,"0","Ndufa7"
"Bnip3",3.16439666109116e-222,0.350806622719215,0.311,0.079,"0","Bnip3"
"Ankrd40",4.61204250759728e-222,0.363907022237171,0.337,0.093,"0","Ankrd40"
"Hint2",6.15494744257033e-221,0.364472719297142,0.484,0.193,"0","Hint2"
"Pcyt2",2.80847171360617e-220,0.338836597690109,0.301,0.074,"0","Pcyt2"
"Eif4h",5.88658542144787e-220,0.442892450886059,0.665,0.344,"0","Eif4h"
"Mpc2",6.63907680775496e-220,0.337254163648004,0.765,0.446,"0","Mpc2"
"Chsy1",1.43520307647125e-218,0.365399876021579,0.353,0.103,"0","Chsy1"
"Tmem238",3.97578284614131e-217,0.3451743080762,0.333,0.093,"0","Tmem238"
"Srebf1",8.57743340655172e-217,0.346784648429786,0.308,0.078,"0","Srebf1"
"Mcfd2",2.69057273767176e-216,0.354193885769778,0.398,0.136,"0","Mcfd2"
"Cnpy2",1.65720389686142e-215,0.376417734752339,0.591,0.278,"0","Cnpy2"
"Smpd1",2.12452262469175e-214,0.291977110962729,0.297,0.08,"0","Smpd1"
"Atp6v1a",7.39510688714802e-213,0.355435304687967,0.577,0.272,"0","Atp6v1a"
"Dapk1",1.48105016154086e-211,0.378224431953573,0.445,0.167,"0","Dapk1"
"Wwp1",4.83515987244519e-211,0.304593243594991,0.309,0.088,"0","Wwp1"
"Mrpl14",7.39721997698375e-210,0.364101718372326,0.675,0.36,"0","Mrpl14"
"Ccdc107",2.24517283406365e-209,0.306042261931725,0.356,0.117,"0","Ccdc107"
"Mtfr1l",2.89205989343303e-209,0.368014516759669,0.455,0.174,"0","Mtfr1l"
"Stard3nl",9.34514155582529e-209,0.374882889539621,0.55,0.249,"0","Stard3nl"
"Sptlc2",1.41488851803231e-208,0.363187583577113,0.506,0.215,"0","Sptlc2"
"Sort1",3.73005935113503e-208,0.281285431362555,0.445,0.187,"0","Sort1"
"Hmgcr",3.81984632543564e-208,0.36807922270354,0.314,0.082,"0","Hmgcr"
"Gfpt1",4.02616410741445e-206,0.36079436582642,0.376,0.123,"0","Gfpt1"
"Emc6",9.09731614792319e-206,0.363788426189146,0.662,0.35,"0","Emc6"
"Raph1",1.41916028890669e-205,0.29388127333084,0.343,0.114,"0","Raph1"
"Gnpat",5.29421989211907e-205,0.323683760277887,0.306,0.084,"0","Gnpat"
"Zfhx3",1.11530133823487e-202,0.302215484034826,0.401,0.153,"0","Zfhx3"
"Pura",3.63991407876854e-201,0.336163624317037,0.484,0.207,"0","Pura"
"Txlng",8.8889428517305e-201,0.282199765082755,0.255,0.061,"0","Txlng"
"Pigyl",3.90752285733569e-199,0.364541470119748,0.428,0.16,"0","Pigyl"
"Chpt1",2.69512650565348e-198,0.322648211268975,0.317,0.092,"0","Chpt1"
"Ptp4a1",4.76932462119058e-196,0.300668321062465,0.577,0.291,"0","Ptp4a1"
"Tmem59",8.39663758694093e-196,0.351748256511183,0.802,0.512,"0","Tmem59"
"Slc25a1",2.7852491527095e-194,0.345631461618414,0.301,0.08,"0","Slc25a1"
"Tjp2",9.4913301469178e-194,0.276412675087496,0.251,0.063,"0","Tjp2"
"Zbtb4",9.69456299643787e-194,0.291476529258562,0.325,0.104,"0","Zbtb4"
"Pik3ca",1.02780371817084e-193,0.35179401478207,0.415,0.157,"0","Pik3ca"
"Adrbk2",8.45870228421438e-193,0.266078457918847,0.391,0.158,"0","Adrbk2"
"Fdft1",1.04788936500309e-192,0.333126894067453,0.261,0.059,"0","Fdft1"
"Cyhr1",3.50086095914121e-192,0.31734479045898,0.334,0.106,"0","Cyhr1"
"Deptor",6.0577603415781e-192,0.340466974740195,0.3,0.081,"0","Deptor"
"Carkd",2.05670469168441e-191,0.330610195236988,0.388,0.14,"0","Carkd"
"Prrc2b",4.63256295528591e-191,0.300964367927057,0.388,0.147,"0","Prrc2b"
"Aes",1.03176198121535e-189,0.34273595245844,0.658,0.358,"0","Aes"
"Sypl",3.36794415674725e-189,0.261879338320583,0.571,0.297,"0","Sypl"
"Dpp9",3.70982251175376e-189,0.346364849274233,0.35,0.113,"0","Dpp9"
"Spr",1.45337846844785e-186,0.317957373548633,0.416,0.164,"0","Spr"
"Marveld1",2.13464352675798e-186,0.316544907790049,0.282,0.075,"0","Marveld1"
"Lpp",2.84792617794902e-185,0.285366698259243,0.332,0.115,"0","Lpp"
"Atp6v0a1",3.63494999483013e-185,0.305322688017813,0.322,0.102,"0","Atp6v0a1"
"Ppa2",1.34072850104578e-182,0.290956280354717,0.329,0.109,"0","Ppa2"
"Hnrnph3",1.06133759778559e-181,0.255472367034418,0.34,0.126,"0","Hnrnph3"
"Thra",2.54942958900423e-178,0.260301694648253,0.269,0.08,"0","Thra"
"Eif4a2",1.64575965446065e-177,0.272042064264124,0.765,0.483,"0","Eif4a2"
"Mob1b",1.3213133158478e-176,0.307928875334656,0.327,0.107,"0","Mob1b"
"Fbxo9",1.95328951748097e-176,0.262137962824815,0.321,0.113,"0","Fbxo9"
"Gsap",2.87481360264967e-176,0.29994495935417,0.435,0.186,"0","Gsap"
"Laptm4b",2.61937730058394e-175,0.277376280882612,0.267,0.077,"0","Laptm4b"
"Zfp467",1.69065397086138e-174,0.294726121414412,0.301,0.095,"0","Zfp467"
"Mllt4",1.13580363146468e-173,0.290376481106832,0.302,0.098,"0","Mllt4"
"Rnf181",1.18879869349261e-173,0.281704674214534,0.364,0.14,"0","Rnf181"
"Dynlt3",1.71002057116836e-173,0.309037655822907,0.408,0.166,"0","Dynlt3"
"Snhg9",1.39101525297837e-170,0.324872458129953,0.428,0.181,"0","Snhg9"
"Arpc1a",1.46491264668649e-169,0.305956965818253,0.605,0.327,"0","Arpc1a"
"Luc7l2",4.28460784185792e-168,0.29336753406703,0.704,0.424,"0","Luc7l2"
"Eci1",8.37132588198426e-168,0.263544686129553,0.351,0.136,"0","Eci1"
"Cyp51",1.60553925607293e-167,0.290058858169798,0.262,0.073,"0","Cyp51"
"Irf2bp2",9.27145267356705e-167,0.292358179217747,0.492,0.237,"0","Irf2bp2"
"Actn4",1.52235843628994e-166,0.274519911750984,0.501,0.247,"0","Actn4"
"Mob3b",3.59371851454076e-166,0.314966036352063,0.307,0.096,"0","Mob3b"
"Ndufb2",8.04941774486965e-166,0.258857956909915,0.62,0.353,"0","Ndufb2"
"Vmp1",8.9852987849281e-165,0.276063359501474,0.468,0.221,"0","Vmp1"
"Suclg1",1.95966193877775e-164,0.269561854348814,0.46,0.219,"0","Suclg1"
"Dcaf11",3.34400702861098e-164,0.28911046115446,0.356,0.135,"0","Dcaf11"
"P4ha1",6.86140565302136e-164,0.320110967438273,0.337,0.117,"0","P4ha1"
"Myo1e",1.2441016800593e-163,0.253565961664488,0.263,0.08,"0","Myo1e"
"Gnas",4.23279669646704e-162,0.250243016589479,0.826,0.567,"0","Gnas"
"Cbx5",4.62867354097422e-162,0.274084360534544,0.27,0.08,"0","Cbx5"
"Sipa1l3",1.96404482378199e-160,0.31199105484786,0.312,0.102,"0","Sipa1l3"
"Fam129b",2.50774816536867e-160,0.309028705344108,0.362,0.138,"0","Fam129b"
"Ccdc47",5.87940083290901e-158,0.265515564643635,0.36,0.145,"0","Ccdc47"
"Pank3",1.73882275619363e-157,0.281658882731334,0.303,0.102,"0","Pank3"
"Hadh",3.28567201307698e-157,0.256829643509551,0.345,0.137,"0","Hadh"
"Fkbp2",6.1436378230684e-157,0.295636296400443,0.595,0.328,"0","Fkbp2"
"Stx12",5.39762594603442e-156,0.27951417712869,0.363,0.144,"0","Stx12"
"Abhd5",9.21753202980857e-156,0.287314854984875,0.334,0.124,"0","Abhd5"
"Gstp1",2.96286815485451e-155,0.259687826071882,0.465,0.231,"0","Gstp1"
"Ppid",2.2288401204601e-154,0.273625909347768,0.33,0.123,"0","Ppid"
"Echs1",6.56808223494383e-154,0.301653053898768,0.48,0.231,"0","Echs1"
"Cox6c",7.25649085615427e-154,0.27471910390947,0.969,0.83,"0","Cox6c"
"Sord",6.42517229223801e-152,0.287794858964667,0.267,0.08,"0","Sord"
"Ptov1",1.67394879547596e-148,0.269584902515629,0.257,0.077,"0","Ptov1"
"Smim10l1",1.75583668560049e-148,0.266457420151321,0.369,0.155,"0","Smim10l1"
"Eps8",4.35867774768322e-146,0.297255471699066,0.354,0.139,"0","Eps8"
"Ncoa7",2.58107044982381e-145,0.277802632618694,0.271,0.087,"0","Ncoa7"
"Hsd17b10",4.47355479314877e-145,0.308399080626952,0.448,0.211,"0","Hsd17b10"
"Oxct1",6.78214236932529e-144,0.287698319081096,0.423,0.194,"0","Oxct1"
"C1galt1c1",5.97945759431873e-141,0.260647493345798,0.3,0.109,"0","C1galt1c1"
"Foxo3",9.91597927813239e-136,0.252417568673362,0.264,0.089,"0","Foxo3"
"1500011K16Rik",5.99270578445032e-131,0.262167828165917,0.398,0.186,"0","1500011K16Rik"
"Sowahc",3.17586843992016e-129,0.251671224727735,0.279,0.101,"0","Sowahc"
"Ddx17",7.88981179818871e-124,0.254848187632469,0.52,0.291,"0","Ddx17"
"Prkar2a",4.57244624312729e-123,0.264043017651917,0.305,0.119,"0","Prkar2a"
"Slc43a2",8.68099355984966e-123,0.259605517081652,0.375,0.172,"0","Slc43a2"
"Slc25a39",1.10826783086235e-115,0.25086686530461,0.334,0.146,"0","Slc25a39"
"Retnla",7.75192748199335e-105,0.93361890477053,0.403,0.232,"0","Retnla"
"Plac81",0,2.24972111994555,0.989,0.319,"1","Plac8"
"S100a41",0,1.95730917873204,0.976,0.211,"1","S100a4"
"Ly6c21",0,1.84528768705291,0.85,0.166,"1","Ly6c2"
"Ms4a6c1",0,1.82508562132696,0.967,0.185,"1","Ms4a6c"
"Ifitm31",0,1.76059795648138,0.995,0.368,"1","Ifitm3"
"Ccr21",0,1.69146123528989,0.928,0.151,"1","Ccr2"
"F13a1",0,1.63174707251414,0.798,0.055,"1","F13a1"
"Ifi27l2a1",0,1.45425338846593,0.87,0.363,"1","Ifi27l2a"
"Tgfbi1",0,1.44722194657948,0.939,0.313,"1","Tgfbi"
"Ccl91",0,1.422842777491,0.886,0.178,"1","Ccl9"
"Fn11",0,1.2862417642931,0.77,0.156,"1","Fn1"
"Ms4a4c",0,1.25108831964673,0.736,0.102,"1","Ms4a4c"
"Smpdl3a1",0,1.21551024007262,0.908,0.392,"1","Smpdl3a"
"Lgals31",0,1.19513931400033,0.986,0.499,"1","Lgals3"
"Ifitm61",0,1.19497201044587,0.81,0.121,"1","Ifitm6"
"Lst11",0,1.17877148362639,0.946,0.263,"1","Lst1"
"Alox5ap1",0,1.11365231158784,0.986,0.426,"1","Alox5ap"
"Pld41",0,1.10738806915582,0.864,0.244,"1","Pld4"
"Clec4a1",0,1.10489275053577,0.732,0.098,"1","Clec4a1"
"Ms4a6b1",0,1.09326332792398,0.802,0.172,"1","Ms4a6b"
"Vcan",0,1.07946360559677,0.504,0.021,"1","Vcan"
"Ifi204",0,1.01422244608792,0.576,0.069,"1","Ifi204"
"Tyrobp1",0,0.969067128398766,0.999,0.596,"1","Tyrobp"
"Emilin2",0,0.958027041632149,0.677,0.109,"1","Emilin2"
"Ms4a6d",0,0.95604546533347,0.596,0.117,"1","Ms4a6d"
"Prdx5",0,0.954656417781651,0.966,0.623,"1","Prdx5"
"Gsr1",0,0.946947127451101,0.871,0.315,"1","Gsr"
"Gpx1",0,0.946922680159293,0.998,0.765,"1","Gpx1"
"Plbd11",0,0.941905228206328,0.777,0.188,"1","Plbd1"
"Fcer1g1",0,0.940839052175199,0.998,0.542,"1","Fcer1g"
"Clec4a31",0,0.932881464730789,0.752,0.19,"1","Clec4a3"
"Zeb21",0,0.92985597477972,0.821,0.268,"1","Zeb2"
"Cybb1",0,0.922502637026092,0.952,0.335,"1","Cybb"
"Vim1",0,0.92250068680539,0.969,0.619,"1","Vim"
"Pirb1",0,0.892015159526525,0.738,0.197,"1","Pirb"
"Igsf6",0,0.888954025769067,0.628,0.1,"1","Igsf6"
"S100a61",0,0.879919844076047,0.994,0.523,"1","S100a6"
"Fam96a1",0,0.866802167544829,0.834,0.372,"1","Fam96a"
"Ifitm21",0,0.865716919823149,0.967,0.448,"1","Ifitm2"
"Sirpb1c1",0,0.864856749635957,0.601,0.144,"1","Sirpb1c"
"Crip11",0,0.864477939757978,0.994,0.759,"1","Crip1"
"Ifi301",0,0.8636025073381,0.85,0.399,"1","Ifi30"
"F10",0,0.858880194137737,0.553,0.095,"1","F10"
"Tpd521",0,0.848867066414433,0.874,0.395,"1","Tpd52"
"Ly861",0,0.84794214894284,0.701,0.177,"1","Ly86"
"Emb",0,0.847001077557058,0.846,0.426,"1","Emb"
"AB1246111",0,0.833730627615127,0.782,0.22,"1","AB124611"
"Gm9733",0,0.832920100040784,0.438,0.033,"1","Gm9733"
"Vsir1",0,0.826659069404623,0.764,0.239,"1","Vsir"
"Arpc1b1",0,0.823835874677603,0.988,0.771,"1","Arpc1b"
"Clec4a21",0,0.817763013670613,0.617,0.152,"1","Clec4a2"
"Spi11",0,0.81534074486055,0.938,0.403,"1","Spi1"
"Msrb11",0,0.813546192922925,0.979,0.496,"1","Msrb1"
"Prtn3",0,0.812951300782343,0.403,0.014,"1","Prtn3"
"Erp291",0,0.809429230630512,0.902,0.491,"1","Erp29"
"Pycard1",0,0.808083738752323,0.753,0.285,"1","Pycard"
"Fam49b1",0,0.807840451304431,0.837,0.371,"1","Fam49b"
"Ncf21",0,0.799254979493082,0.805,0.295,"1","Ncf2"
"Lyn1",0,0.798016962598694,0.828,0.325,"1","Lyn"
"Tmsb101",0,0.797858054769297,0.998,0.835,"1","Tmsb10"
"Coro1a1",0,0.795418434284636,0.989,0.631,"1","Coro1a"
"Arhgdib1",0,0.7885578755083,0.963,0.605,"1","Arhgdib"
"Psma71",0,0.785598137888321,0.914,0.572,"1","Psma7"
"Cmtm71",0,0.784955330786377,0.765,0.266,"1","Cmtm7"
"Hspa8",0,0.779414730980083,0.99,0.881,"1","Hspa8"
"Sat1",0,0.777497059233617,0.957,0.667,"1","Sat1"
"Rassf41",0,0.774998261513277,0.691,0.218,"1","Rassf4"
"Lyz21",0,0.774979184398311,1,0.908,"1","Lyz2"
"Ccdc109b",0,0.762448625776275,0.546,0.116,"1","Ccdc109b"
"Aprt1",0,0.76040431297259,0.781,0.344,"1","Aprt"
"Eno11",0,0.750889590272256,0.828,0.365,"1","Eno1"
"Klra2",0,0.744739006457064,0.532,0.114,"1","Klra2"
"Fos1",0,0.742643984861659,0.772,0.357,"1","Fos"
"Samhd11",0,0.74175617111142,0.849,0.396,"1","Samhd1"
"Sap30",0,0.74053421478723,0.528,0.113,"1","Sap30"
"Emp31",0,0.736445391162407,0.879,0.431,"1","Emp3"
"Cd300a",0,0.736306722887017,0.584,0.129,"1","Cd300a"
"Fcgr31",0,0.735404028534029,0.784,0.266,"1","Fcgr3"
"Gngt21",0,0.733762984539645,0.852,0.357,"1","Gngt2"
"AI839979",0,0.733034030257904,0.388,0.025,"1","AI839979"
"Csf1r1",0,0.726462417954269,0.706,0.188,"1","Csf1r"
"Shfm1",0,0.724633951634012,0.993,0.842,"1","Shfm1"
"Ifngr11",0,0.721258274699982,0.816,0.395,"1","Ifngr1"
"Hacd4",0,0.720807274877234,0.572,0.129,"1","Hacd4"
"Pkm1",0,0.716355760187244,0.891,0.552,"1","Pkm"
"Ncf41",0,0.712246377785296,0.66,0.194,"1","Ncf4"
"Rbm31",0,0.710634697873742,0.9,0.597,"1","Rbm3"
"Psap1",0,0.705181669746879,0.998,0.66,"1","Psap"
"Gm2a1",0,0.700315725180443,0.865,0.388,"1","Gm2a"
"Irf51",0,0.699319997481613,0.596,0.153,"1","Irf5"
"Mrpl331",0,0.695988132110219,0.93,0.609,"1","Mrpl33"
"Ctss1",0,0.695812999533943,0.993,0.529,"1","Ctss"
"Evi2a1",0,0.693147610267445,0.579,0.154,"1","Evi2a"
"Tgfb11",0,0.691332010240283,0.733,0.33,"1","Tgfb1"
"Fyb1",0,0.691161724834699,0.732,0.232,"1","Fyb"
"Ethe1",0,0.691062729942447,0.487,0.096,"1","Ethe1"
"Lamtor4",0,0.6910396519274,0.77,0.39,"1","Lamtor4"
"Cotl11",0,0.686151742532868,0.93,0.521,"1","Cotl1"
"Cyba1",0,0.6855671651499,0.994,0.782,"1","Cyba"
"H2afz",0,0.685118481202797,0.981,0.776,"1","H2afz"
"Itgam",0,0.675267421049772,0.553,0.118,"1","Itgam"
"Coro1b1",0,0.674978711210875,0.709,0.292,"1","Coro1b"
"Ahnak1",0,0.673123104529899,0.853,0.474,"1","Ahnak"
"Rgs21",0,0.671758365303592,0.791,0.318,"1","Rgs2"
"Gapdh1",0,0.671691901191623,0.967,0.74,"1","Gapdh"
"Actg1",0,0.651798544165615,0.999,0.947,"1","Actg1"
"Ap1s21",0,0.651625815729644,0.583,0.175,"1","Ap1s2"
"Hck1",0,0.651162428314566,0.583,0.17,"1","Hck"
"Taldo11",0,0.648462676688345,0.936,0.577,"1","Taldo1"
"Gpr141",0,0.641916347096357,0.371,0.04,"1","Gpr141"
"Ptpn181",0,0.641497432126618,0.932,0.499,"1","Ptpn18"
"AI607873",0,0.638655646806376,0.44,0.1,"1","AI607873"
"Tnfaip8l21",0,0.634825760271106,0.665,0.234,"1","Tnfaip8l2"
"Unc93b11",0,0.634715973873189,0.718,0.292,"1","Unc93b1"
"Gda1",0,0.631326001721469,0.715,0.26,"1","Gda"
"Nrros1",0,0.630715654799324,0.576,0.171,"1","Nrros"
"Slc25a5",0,0.629581488038533,0.933,0.673,"1","Slc25a5"
"Tifab",0,0.625293768062131,0.45,0.096,"1","Tifab"
"Clec12a",0,0.623625194210393,0.47,0.108,"1","Clec12a"
"Lrrc25",0,0.612756757573699,0.454,0.081,"1","Lrrc25"
"Fxyd51",0,0.611382113514011,0.971,0.575,"1","Fxyd5"
"Sec61b",0,0.605643598120554,0.956,0.774,"1","Sec61b"
"Pid1",0,0.60351023178459,0.519,0.145,"1","Pid1"
"Ptpro",0,0.598637111524012,0.375,0.052,"1","Ptpro"
"Tmcc11",0,0.594260994422883,0.717,0.289,"1","Tmcc1"
"Cd521",0,0.593707892734845,0.998,0.698,"1","Cd52"
"Bin21",0,0.591034488849705,0.679,0.26,"1","Bin2"
"Clta1",0,0.585803259749988,0.948,0.716,"1","Clta"
"Fgr1",0,0.584790254958426,0.604,0.195,"1","Fgr"
"Tspo",0,0.584250483644602,0.919,0.673,"1","Tspo"
"Mnda",0,0.58057839916377,0.293,0.03,"1","Mnda"
"Actr31",0,0.576617376516014,0.936,0.655,"1","Actr3"
"Arpc21",0,0.54942150425973,0.985,0.81,"1","Arpc2"
"Hp",0,0.548693854446928,0.888,0.472,"1","Hp"
"Itgb71",0,0.54475928253662,0.585,0.185,"1","Itgb7"
"Mpeg11",0,0.544468842014685,0.863,0.319,"1","Mpeg1"
"Pla2g7",0,0.540214280203205,0.474,0.118,"1","Pla2g7"
"Sh3bgrl31",0,0.52599127587786,0.995,0.844,"1","Sh3bgrl3"
"Lsp11",0,0.525666084782805,0.935,0.543,"1","Lsp1"
"Eif3f",0,0.520340584387978,0.96,0.768,"1","Eif3f"
"Cd681",0,0.519307879061121,0.667,0.244,"1","Cd68"
"Ly6e1",0,0.516616197915983,0.988,0.831,"1","Ly6e"
"Lgals11",0,0.513030952480586,0.872,0.425,"1","Lgals1"
"Btf3",0,0.512724358201372,0.975,0.846,"1","Btf3"
"Mmp8",0,0.511802102010864,0.454,0.089,"1","Mmp8"
"Sec61g",0,0.503680172358275,0.98,0.829,"1","Sec61g"
"Rpl7a1",0,0.478772388728819,0.993,0.894,"1","Rpl7a"
"Cfl11",0,0.440638308819813,0.986,0.876,"1","Cfl1"
"Rpl36al",0,0.438882447123069,0.991,0.874,"1","Rpl36al"
"Itm2b",0,0.43548211357236,0.995,0.922,"1","Itm2b"
"Pou2f21",0,0.427045309545965,0.558,0.183,"1","Pou2f2"
"Rpsa1",0,0.425191366249031,1,0.935,"1","Rpsa"
"Ucp21",0,0.415262972470272,0.966,0.724,"1","Ucp2"
"Rps26",0,0.39254338416077,0.998,0.945,"1","Rps26"
"Rpl10a1",0,0.357437587444343,0.997,0.915,"1","Rpl10a"
"Rpl4",0,0.33961558223616,0.998,0.921,"1","Rpl4"
"Wfdc171",0,0.326932758745291,0.977,0.383,"1","Wfdc17"
"B2m1",0,0.314548323182467,1,0.949,"1","B2m"
"Pi16",0,0.308630348552463,0.291,0.052,"1","Pi16"
"Ctsb1",0,0.277324634400171,0.93,0.612,"1","Ctsb"
"Hexa1",1.72922976044436e-322,0.578686746161662,0.772,0.376,"1","Hexa"
"Rpl29",2.55036686383251e-320,0.371624311366365,0.987,0.907,"1","Rpl29"
"Adgre51",2.05928043383569e-318,0.49389622893457,0.717,0.315,"1","Adgre5"
"Gyg1",1.01600410390576e-316,0.669475355351491,0.583,0.205,"1","Gyg"
"Zbp1",2.75487448819652e-311,0.567000623236918,0.388,0.075,"1","Zbp1"
"Rhog1",1.46405273059219e-309,0.549369225305474,0.746,0.35,"1","Rhog"
"Tm6sf11",2.66020590468039e-309,0.575114031162094,0.647,0.248,"1","Tm6sf1"
"Cx3cr1",5.06900637720781e-309,0.469887972109299,0.408,0.103,"1","Cx3cr1"
"Gmfg1",2.21360563755084e-307,0.435450158222549,0.833,0.463,"1","Gmfg"
"Rap1b1",9.74769480939606e-307,0.526896961756244,0.887,0.566,"1","Rap1b"
"Cfp",5.77488099986344e-304,0.581522854146951,0.498,0.143,"1","Cfp"
"Epsti11",7.1315244736225e-303,0.484995067516746,0.537,0.178,"1","Epsti1"
"Prelid11",3.3315746546552e-302,0.582866041185906,0.807,0.486,"1","Prelid1"
"Serpinb10",8.57746178503233e-301,0.505471577557169,0.265,0.026,"1","Serpinb10"
"Rps2",1.15146429259539e-299,0.343611802210284,0.995,0.929,"1","Rps2"
"Ggh1",4.67591482009334e-299,0.594908246762087,0.54,0.176,"1","Ggh"
"Ptpn61",1.57598380185748e-297,0.549800761609964,0.744,0.351,"1","Ptpn6"
"Capza21",4.59613951025615e-296,0.582465074264514,0.828,0.482,"1","Capza2"
"Cox4i1",5.71118505268697e-296,0.367587907936942,0.993,0.913,"1","Cox4i1"
"Glud11",6.00695519303099e-291,0.611058374347319,0.701,0.328,"1","Glud1"
"Ptprc1",1.24676038742954e-290,0.469471995146874,0.904,0.545,"1","Ptprc"
"Atox11",1.59171790720941e-290,0.4630167123389,0.956,0.713,"1","Atox1"
"Ptpn11",2.12365382836772e-287,0.602669435849157,0.704,0.333,"1","Ptpn1"
"Pnp1",9.7958849950946e-287,0.62511698122288,0.539,0.203,"1","Pnp"
"AI6622701",3.57826888923914e-286,0.581296909222619,0.609,0.229,"1","AI662270"
"Sirpb1b",7.37292909968727e-286,0.437463180928109,0.385,0.098,"1","Sirpb1b"
"Serf2",2.36606179941746e-283,0.316066604107429,0.995,0.945,"1","Serf2"
"Cyp4f18",6.16646922856834e-283,0.426688622134465,0.461,0.146,"1","Cyp4f18"
"Arpc31",1.94337883813323e-282,0.458263834373314,0.926,0.672,"1","Arpc3"
"Nadk",2.50332862214889e-281,0.587876679070611,0.682,0.317,"1","Nadk"
"Naaa1",4.02896281955892e-281,0.325123740271958,0.579,0.25,"1","Naaa"
"Hmgb21",5.32011111278932e-281,0.279881603073483,0.789,0.459,"1","Hmgb2"
"Pstpip1",5.91097455632273e-281,0.441166296797557,0.404,0.106,"1","Pstpip1"
"Susd3",5.94633111363364e-281,0.481312407047022,0.363,0.075,"1","Susd3"
"Eif4ebp11",2.11999946399328e-280,0.492865917650028,0.591,0.239,"1","Eif4ebp1"
"Grn1",1.16942417655627e-279,0.400388769234957,0.75,0.387,"1","Grn"
"Gnb2l1",1.78667376445333e-279,0.295779080855121,0.99,0.9,"1","Gnb2l1"
